Operation Number,Operation Region,Operation Name,Operation Name (Number),Address Line 1,Address Line 2,City,Zip Code,County,Operation Type,Capacity,Permit Issue Date,Today,Dt Load Process,Effective Date 1/1/22,Operating Status 1/1/22,Permit Status 1/1/22,Effective Date 1/8/22,Operating Status 1/8/22,Permit Status 1/8/22,Effective Date 1/15/22,Operating Status 1/15/22,Permit Status 1/15/22,Effective Date 1/22/22,Operating Status 1/22/22,Permit Status 1/22/22,Effective Date 1/29/22,Operating Status 1/29/22,Permit Status 1/29/22
1728892,3,Charleene Brand,Charleene Brand (1728892),2812 CAPRICE AVE,,DENISON,75020,GRAYSON,Listed Family Home, , ,3/2/22,2/7/22,,N,Applicant,,,,,,,,,,,,
1728893,11,Tiny Steps Learning Center,Tiny Steps Learning Center (1728893),121 S GEORGIA AVE,,MERCEDES,78570,HIDALGO,Licensed Center - Child Care Program,17,12/27/21,3/2/22,2/7/22,12/27/21,Y,Initial,,,,,,,,,,,,
1728920,6,Hieu My Cao,Hieu My Cao (1728920),10459 N FALLEN BOUGH DR,,HOUSTON,77041,HARRIS,Registered Child-Care Home,12,1/10/22,3/2/22,2/7/22,,N,Applicant,,,,1/10/22,Y,Full,,,,,,
1728937,6,Thi Thulan Nguyen,Thi Thulan Nguyen (1728937),21511 RAINFALL PARK DR,,SPRING,77388,HARRIS,Registered Child-Care Home,12,12/15/21,3/2/22,2/7/22,,N,Full,12/15/21,Y,,,,,,,,,,
1728938,3,Lindsey Cleary,Lindsey Cleary (1728938),9117 ADDISON DR,,FORT WORTH,76244,TARRANT,Listed Family Home,3,11/1/21,3/2/22,2/7/22,11/1/21,Y,Full,,,,,,,,,,,,
1728942,10,"Just For You Learning Center,  LLC","Just For You Learning Center,  LLC (1728942)",14240 HORIZON BLVD STE. HI,,EL PASO,79928,EL PASO,Licensed Center - Child Care Program,95,11/19/21,3/2/22,2/7/22,11/19/21,Y,Initial,,,,,,,,,,,,
1728945,10,Leticia Tosky,Leticia Tosky (1728945),5129 PIKES PEAK DR,,EL PASO,79904,EL PASO,Listed Family Home,0,10/19/21,3/2/22,2/7/22,10/19/21,Y,Full,,,,,,,,,,,,
1728946,3,Cypress Creek Angels Academy,Cypress Creek Angels Academy (1728946),3188 LEGACY DR,,FRISCO,75034,COLLIN,Licensed Center - Child Care Program,193,11/15/21,3/2/22,2/7/22,11/15/21,Y,Initial,,,,,,,,,,,,
1728947,6,ABC LIGHTHOUSE CHILDCARE CENTER,ABC LIGHTHOUSE CHILDCARE CENTER (1728947),19005 FM 529 RD,STE 107,CYPRESS,77433,HARRIS,Licensed Center - Child Care Program,34,10/8/21,3/2/22,2/7/22,10/11/21,Y,Initial,,,,,,,,,,,,
1728955-825,8,Parent/Child Inc Timber Hill Head Start ELC,Parent/Child Inc Timber Hill Head Start ELC (1728955-825),5031 TIMBERHILL,,SAN ANTONIO,78238,BEXAR,Licensed Center - Child Care Program,101,10/15/21,3/2/22,2/7/22,,N,Initial,,,,,,,,,,,,
1728956-825,8,Parent/Child Inc Culebra Head Start Academy,Parent/Child Inc Culebra Head Start Academy (1728956-825),8031 CULEBRA RD,,SAN ANTONIO,78251,BEXAR,Licensed Center - Child Care Program,135,10/12/21,3/2/22,2/7/22,10/12/21,Y,Initial,,,,,,,,,,,,
1728957,3,Bright Lights Academy LLC,Bright Lights Academy LLC (1728957),130 JAY BIRD LN,,SPRINGTOWN,76082,PARKER,Licensed Center - Child Care Program,68,12/3/21,3/2/22,2/7/22,12/3/21,Y,Initial,,,,,,,,,,,,
1728967,6,Upscale Child Development & Learning Center,Upscale Child Development & Learning Center (1728967),4440 LEXINGTON BLVD,,MISSOURI CITY,77459,FORT BEND,Licensed Center - Child Care Program,36,11/17/21,3/2/22,2/7/22,11/17/21,Y,Initial,,,,,,,,,,,,
1728969,4,Methodist Children's Center,Methodist Children's Center (1728969),308 SCHOOL LANE,,LINDEN,75563,CASS,Licensed Center - Child Care Program,51,10/14/21,3/2/22,2/7/22,10/14/21,Y,Initial,,,,,,,,,,,,
1728970,3,Sarah Carver,Sarah Carver (1728970),319 W SCOTT ST,,SHERMAN,75092,GRAYSON,Listed Family Home,0,10/6/21,3/2/22,2/7/22,10/6/21,Y,Full,,,,,,,,,,,,
1728979,2,Rebecca Castro,Rebecca Castro (1728979),5410 TERESA LN,,ABILENE,79606,TAYLOR,Listed Family Home,3,10/12/21,3/2/22,2/7/22,10/12/21,Y,Full,,,,,,,,,,,,
1728998,2,Mini Hound Daycare,Mini Hound Daycare (1728998),210 COLLEGE ST,,THROCKMORTON,76483,THROCKMORTON,Licensed Center - Child Care Program,12,12/20/21,3/2/22,2/7/22,12/20/21,Y,Initial,,,,,,,,,,,,
1728999,2,Lisa Marie Casady,Lisa Marie Casady (1728999),50 SCOTT PL,,ABILENE,79601,TAYLOR,Listed Family Home,3,12/1/21,3/2/22,2/7/22,12/1/21,Y,Full,,,,,,,,,,,,
1729002,6,Angela Rose Dumas,Angela Rose Dumas (1729002),15227 VANDALIA WAY,,HOUSTON,77053,HARRIS,Listed Family Home,0,10/8/21,3/2/22,2/7/22,10/8/21,Y,Full,,,,,,,,,,,,
1729005,6,Texas Jump N Learn School Care,Texas Jump N Learn School Care (1729005),6520 QUEENSTON BLVD,,HOUSTON,77084,HARRIS,Licensed Center - School Age Program,44,12/14/21,3/2/22,2/7/22,12/14/21,Y,Initial,,,,,,,,,,,,
1729006,5,The Learning Station Preschool,The Learning Station Preschool (1729006),1401 E DENMAN AVE,STE 107,LUFKIN,75901,ANGELINA,Licensed Center - Child Care Program,68,10/22/21,3/2/22,2/7/22,10/22/21,Y,Initial,,,,,,,,,,,,
1729007,7,Nuvia A Bonilla Madrid,Nuvia A Bonilla Madrid (1729007),1830 W RUNDBERG LN,APT 204,AUSTIN,78758,TRAVIS,Listed Family Home, , ,3/2/22,2/7/22,,N,Applicant,,,,,,,,,,,,
1729009,6,Creative Children's University,Creative Children's University (1729009),3436 ROSALIE ST,,HOUSTON,77004,HARRIS,Licensed Center - Child Care Program,12,12/2/21,3/2/22,2/7/22,12/2/21,Y,Initial,,,,,,,,,,,,
1729016,6,Tamara Yvette McDuffy,Tamara Yvette McDuffy (1729016),2000 TIDWELL RD,APT 828,HOUSTON,77093,HARRIS,Listed Family Home,0,10/8/21,3/2/22,2/7/22,10/8/21,Y,Full,,,,,,,,,,,,
1729017,6,Sonte Maalim Abdullahi,Sonte Maalim Abdullahi (1729017),8507 VISTA WOODS DR,,HOUSTON,77028,HARRIS,Listed Family Home,0,10/25/21,3/2/22,2/7/22,10/25/21,Y,Full,,,,,,,,,,,,
1729024,8,Tiffany Cravey,Tiffany Cravey (1729024),5906 LAKECREST ST,,SAN ANTONIO,78222,BEXAR,Registered Child-Care Home,12,11/15/21,3/2/22,2/7/22,11/15/21,Y,Full,,,,,,,,,,,,
1729033,3,Boardwalk Private Preschool Forney,Boardwalk Private Preschool Forney (1729033),1003 TRAVIS RANCH BLVD,,FORNEY ,75126,KAUFMAN,Licensed Center - Child Care Program,178,10/20/21,3/2/22,2/7/22,10/20/21,Y,Initial,,,,,,,,,,,,
1729034,3,Angela Tucker,Angela Tucker (1729034),14308 SADDLEBRED WAY,,HASLET,76052,TARRANT,Listed Family Home, , ,3/2/22,2/7/22,,N,Applicant,,,,,,,,,,,,
1729037,6,YMCA @ Bay Colony Elementary,YMCA @ Bay Colony Elementary (1729037),101 BAY COLONY ELEMENTARY DR,,SAN LEON,77539,GALVESTON,Licensed Center - Before/After School Program,30,11/9/21,3/2/22,2/7/22,11/9/21,Y,Initial,,,,,,,,,,,,
1729039,6,Lisett Del Carmen Mota Gomez,Lisett Del Carmen Mota Gomez (1729039),21322 CIMARRON PKWY,,KATY,77450,HARRIS,Registered Child-Care Home,12,12/27/21,3/2/22,2/7/22,12/27/21,Y,Full,,,,,,,,,,,,
1729043,6,Dung  Phan,Dung  Phan (1729043),5700 BROOKGLEN DR,APT 531,HOUSTON,77017,HARRIS,Registered Child-Care Home,4,12/28/21,3/2/22,2/7/22,,N,Full,12/27/21,Y,,,,,,,,,,
1729044,6,YMCA @ Calder Rd Elementary,YMCA @ Calder Rd Elementary (1729044),6511 CALDER DR,,DICKINSON,77539,GALVESTON,Licensed Center - Before/After School Program,30,11/9/21,3/2/22,2/7/22,11/9/21,Y,Initial,,,,,,,,,,,,
1729047,11,Alicia Marie Garza,Alicia Marie Garza (1729047),4501 COVENTRY LN,,CORPUS CHRISTI,78411,NUECES,Listed Family Home, , ,3/2/22,2/7/22,,N,Applicant,,,,,,,,,,,,
1729048,3,Monterica Davis,Monterica Davis (1729048),7456 MAROON DR,,FORT WORTH,76120,TARRANT,Listed Family Home,3,10/18/21,3/2/22,2/7/22,10/18/21,Y,Full,,,,,,,,,,,,
1729052,6,Carmen Elena Argueta,Carmen Elena Argueta (1729052),4606 WEE LASSIE LN,,HOUSTON,77084,HARRIS,Listed Family Home,0,10/26/21,3/2/22,2/7/22,10/26/21,Y,Full,,,,,,,,,,,,
1729068,8,"Aim High Gymnastics, Martial Arts, Dance & Cheerleading","Aim High Gymnastics, Martial Arts, Dance & Cheerleading (1729068)",4358 FM 1518,,SELMA,78154,GUADALUPE,Licensed Center - School Age Program, , ,3/2/22,2/7/22,,N,Applicant,,,,,,,,,,,,
1729070,11,Soledad Campus,Soledad Campus (1729070),2526 SOLEDAD ST,,CORPUS CHRISTI,78416,NUECES,Licensed Center - Child Care Program,111,11/4/21,3/2/22,2/7/22,11/4/21,Y,Initial,,,,,,,,,,,,
1729071,5,Dana Lea LeJeune,Dana Lea LeJeune (1729071),3186 SHERWOOD DR,,ORANGE,77632,ORANGE,Listed Family Home,3,10/25/21,3/2/22,2/7/22,10/25/21,Y,Full,,,,,,,,,,,,
1729074,3,AMA YMCA@ Swift Elementary,AMA YMCA@ Swift Elementary (1729074),1101 S FIELDER RD,,ARLINGTON,76013,TARRANT,Licensed Center - Before/After School Program,75,12/9/21,3/2/22,2/7/22,12/9/21,Y,Initial,,,,,,,,,,,,
1729075,11,Miracles & Dreams Daycare Inc,Miracles & Dreams Daycare Inc (1729075),1620 CORPUS CHRISTI ST,,LAREDO,78043,WEBB,Licensed Center - Child Care Program,45,11/9/21,3/2/22,2/7/22,11/9/21,Y,Initial,,,,,,,,,,,,
1729076,3,Lifestyle Christianity Child Care Academy,Lifestyle Christianity Child Care Academy (1729076),1200 DENTON HWY,,WATAUGA,76148,TARRANT,Licensed Center - Child Care Program,135,12/21/21,3/2/22,2/7/22,12/21/21,Y,Initial,,,,,,,,,,1/24/22,N,Closed
1729078,3,Kaelas Kids Academy,Kaelas Kids Academy (1729078),5004 FRONTIER LN,,PLANO,75023,COLLIN,Licensed Child-Care Home,12,12/17/21,3/2/22,2/7/22,12/17/21,Y,Initial,,,,,,,,,,,,
1729081,1,Storyland Preschool & Child Care Center,Storyland Preschool & Child Care Center (1729081),5001 HILLSIDE RD,,AMARILLO,79109,RANDALL,Licensed Center - Child Care Program,136,11/2/21,3/2/22,2/7/22,11/2/21,Y,Initial,,,,,,,,,,,,
1729085,7,The Learning Experience Southwest Austin,The Learning Experience Southwest Austin (1729085),7814 HIGHWAY 290 W,,AUSTIN,78736,TRAVIS,Licensed Center - Child Care Program,175,11/18/21,3/2/22,2/7/22,11/18/21,Y,Initial,,,,,,,,,,,,
1729087,10,Rosa Lopez,Rosa Lopez (1729087),560 THREE MISSIONS DR  APT 104,,Socorro,79927,EL PASO,Listed Family Home,3,10/26/21,3/2/22,2/7/22,10/26/21,Y,Full,,,,,,,,,,,,
1729095,7,JOY TWENEBOAH KODUA,JOY TWENEBOAH KODUA (1729095),690 NEW BRIDGE DR,,KYLE,78640,HAYS,Registered Child-Care Home, , ,3/2/22,2/7/22,,N,Applicant,,,Closed,,,,,,,,,
1729105,6,The Capri Learning Center,The Capri Learning Center (1729105),718 LOIRE LN,,HOUSTON,77090,HARRIS,Licensed Child-Care Home,12,11/30/21,3/2/22,2/7/22,11/30/21,Y,Initial,,,,,,,,,,,,
1729108,3,ChildDevelopment Center at Highland Park Presbyterian Church,ChildDevelopment Center at Highland Park Presbyterian Church (1729108),3821 UNIVERSITY BLVD,,DALLAS,75205,DALLAS,Licensed Center - Child Care Program,61,11/18/21,3/2/22,2/7/22,11/18/21,Y,Initial,,,,,,,,,,,,
1729109,8,Maria Angelica Moralez,Maria Angelica Moralez (1729109),204 MARIA AVE,,CARRIZO SPRINGS,78834,DIMMIT,Listed Family Home,0, ,3/2/22,2/7/22,,N,Applicant,,,,,,,,,,,,
1729110,11,Devin Lon Wall,Devin Lon Wall (1729110),6411 JOSHUA DR,,DONNA,78537,HIDALGO,Listed Family Home,0,12/8/21,3/2/22,2/7/22,12/8/21,Y,Full,,,,,,,,,,,,
1729111,11,Patricia Diana Ortiz,Patricia Diana Ortiz (1729111),1106 E BUCHANAN DR N,,PHARR,78577,HIDALGO,Listed Family Home,0,10/14/21,3/2/22,2/7/22,10/14/21,Y,Full,,,,,,,,,,,,
1729115,2,Lion Cub Academy Infant Center,Lion Cub Academy Infant Center (1729115),1420 LOOP 11,,WICHITA FALLS,76306,WICHITA,Licensed Center - Child Care Program,26,10/29/21,3/2/22,2/7/22,10/29/21,Y,Initial,,,,,,,,,,,,
1729118,6,Tracy Mason,Tracy Mason (1729118),4134 GUILD MEADOWS DR,,HOUSTON,77084,HARRIS,Listed Family Home,0,10/18/21,3/2/22,2/7/22,10/18/21,Y,Full,,,,,,,,,,,,
1729177,6,AhavahKIDS LLC,AhavahKIDS LLC (1729177),1730 STAFFORDSHIRE RD,,STAFFORD,77477,FORT BEND,Licensed Center - Child Care Program,34,1/31/22,3/2/22,2/7/22,,N,Applicant,,,,,,,,,,,,
1729179,3,Yen Bao Bui,Yen Bao Bui (1729179),7983 SITKA ST,,FORT WORTH,76137,TARRANT,Registered Child-Care Home,12,1/10/22,3/2/22,2/7/22,,N,Applicant,,,,,,Full,1/10/22,Y,,,,
1729180,8,Flavia Marie-Rose Bowman,Flavia Marie-Rose Bowman (1729180),3345 ORTH AVE,,SCHERTZ,78108,GUADALUPE,Listed Family Home,3,10/26/21,3/2/22,2/7/22,10/26/21,Y,Full,,,,,,,,,,,,
1729195,3,Casa de Paz Montessori,Casa de Paz Montessori (1729195),2644 BONNYWOOD LN,,DALLAS,75233,DALLAS,Licensed Child-Care Home,12,11/30/21,3/2/22,2/7/22,11/30/21,Y,Initial,,,,,,,,,,,,
1729196,11,Maria Amparo Alvarado,Maria Amparo Alvarado (1729196),306 N FLAG ST,,PHARR,78577,HIDALGO,Listed Family Home,0,10/14/21,3/2/22,2/7/22,10/14/21,Y,Full,,,,,,,,,,,,
1729197,6,Thi Minh Thu  Nguyen,Thi Minh Thu  Nguyen (1729197),8531 REDCLIFF RD,,HOUSTON,77064,HARRIS,Registered Child-Care Home,12,11/10/21,3/2/22,2/7/22,11/10/21,Y,Full,,,,,,,,,,,,
1729198,11,Scott Electric Daycare,Scott Electric Daycare (1729198),1919 N PORT AVE,,CORPUS CHRISTI,78401,NUECES,Licensed Center - Child Care Program, , ,3/2/22,2/7/22,,N,Applicant,,,,,,,,,,,,
1729201,11,Bonnie Small,Bonnie Small (1729201),262 N COUNTY ROAD 307,,ORANGE GROVE,78372,JIM WELLS,Listed Family Home,0,10/20/21,3/2/22,2/7/22,10/20/21,Y,Full,,,,,,,,,,,,
1729219,6,Kids Connect of Pasadena,Kids Connect of Pasadena (1729219),1431 E SAM HOUSTON PKWY S,,PASADENA,77503,HARRIS,Licensed Center - Child Care Program,123,11/3/21,3/2/22,2/7/22,11/3/21,Y,Initial,,,,,,,,,,,,
1729220,3,Devin  Minor,Devin  Minor (1729220),7366 MEADOWBROOK DR,,FORT WORTH,76112,TARRANT,Registered Child-Care Home,11,11/22/21,3/2/22,2/7/22,11/22/21,Y,Full,,,,,,,,,,,,
1729226,6,Zumrud Gasimova,Zumrud Gasimova (1729226),15015 W AIRPORT BLVD,APT 1314,SUGAR LAND,77498,FORT BEND,Listed Family Home,3,10/27/21,3/2/22,2/7/22,10/27/21,Y,Full,,,,,,,,,,,,
1729231,7,Cielito Lindo Spanish Immersion Preschool,Cielito Lindo Spanish Immersion Preschool (1729231),12410 TOMANET TRL,,AUSTIN,78758,TRAVIS,Licensed Center - Child Care Program,33,12/23/21,3/2/22,2/7/22,12/23/21,Y,Initial,,,,,,,,,,,,
1729232,3,Nyesha Anglin,Nyesha Anglin (1729232),513 HAZELTINE RD,,RED OAK,75154,ELLIS,Registered Child-Care Home, , ,3/2/22,2/7/22,,N,Applicant,,,Closed,,,,,,,,,
1729243,7,Before and After Learning Center,Before and After Learning Center (1729243),408 N WOODROW ST,,MADISONVILLE,77864,MADISON,Licensed Child-Care Home,12,11/10/21,3/2/22,2/7/22,11/10/21,Y,Initial,,,,,,,,,,,,
1729249,8,Dees Kids,Dees Kids (1729249),4614 KAY ANN DR,,SAN ANTONIO,78220,BEXAR,Licensed Child-Care Home,12,1/14/22,3/2/22,2/7/22,,N,Applicant,,,,1/14/22,Y,Initial,,,,,,
1729251,6,Kyle Roberts,Kyle Roberts (1729251),3100 GILLESPIE ST,APT 1002,HOUSTON,77020,HARRIS,Listed Family Home,0,10/15/21,3/2/22,2/7/22,10/15/21,Y,Full,,,,,,,,,,,,
1729253,3,Brown's Earlybird Academy 4,Brown's Earlybird Academy 4 (1729253),2499 S COLLINS ST,,ARLINGTON,76014,TARRANT,Licensed Center - Child Care Program,80,12/22/21,3/2/22,2/7/22,12/22/21,Y,Initial,,,,,,,,,,,,
1729281,3,Valorie Hall,Valorie Hall (1729281),1301 CLOVERDALE DR,,FORT WORTH,76134,TARRANT,Listed Family Home, , ,3/2/22,2/7/22,,N,Applicant,,,,,,,,,,,,
1729284,4,Aaliyah Jordan,Aaliyah Jordan (1729284),1414 E IDEL ST,,TYLER,75701,SMITH,Listed Family Home,3,10/28/21,3/2/22,2/7/22,10/28/21,Y,Full,,,,,,,,,,,,
1729285,9,Lacy Fulton,Lacy Fulton (1729285),1006 E 8TH ST,,BIG LAKE,76932,REAGAN,Listed Family Home,3,10/15/21,3/2/22,2/7/22,10/15/21,Y,Full,,,,,,,,,,,,
1729286,4,Lakendrie Washington,Lakendrie Washington (1729286),2500 E END BLVD S,APT C5,MARSHALL,75672,HARRISON,Listed Family Home,3,10/20/21,3/2/22,2/7/22,10/20/21,Y,Full,,,,,,,,,,,,
1729303,8,Learn N Play Clubhouse LLC,Learn N Play Clubhouse LLC (1729303),6454 RANDOLPH BLVD,,SAN ANTONIO,78233,BEXAR,Licensed Center - Child Care Program,38,10/27/21,3/2/22,2/7/22,10/27/21,Y,Initial,,,,,,,,,,,,
1729307,6,Susan Nguyen,Susan Nguyen (1729307),13706 NEARPOINT LN,,TOMBALL,77377,HARRIS,Registered Child-Care Home,12,12/21/21,3/2/22,2/7/22,,N,Full,,,,12/21/21,Y,,,,,,,
1729315,8,La'Tosha Marnet Lewis,La'Tosha Marnet Lewis (1729315),8046 CHESTNUT ASH DR,,CONVERSE,78109,BEXAR,Registered Child-Care Home,12,12/2/21,3/2/22,2/7/22,12/2/21,Y,Full,,,,,,,,,,,,
1729316,7,Susie Allen,Susie Allen (1729316),131 LCR 499,,MEXIA,76667,LIMESTONE,Listed Family Home, , ,3/2/22,2/7/22,,N,Applicant,,,,,,,,,,,,
1729340,3,Khaligra Ross,Khaligra Ross (1729340),5104 CLARKSBURG CT,,ARLINGTON,76017,TARRANT,Listed Family Home,0,10/13/21,3/2/22,2/7/22,10/13/21,Y,Full,,,,,,,,,,,,
1729360,1,Irma Ochoa Garcia,Irma Ochoa Garcia (1729360),1933 ETON DR,,PERRYTON,79070,OCHILTREE,Listed Family Home, , ,3/2/22,2/7/22,,N,Applicant,,,,,,,,,,,,
1729376,8,Maricela Escamilla,Maricela Escamilla (1729376),9806 AUTUMN ARBOR,,CONVERSE,78109,BEXAR,Registered Child-Care Home,12,12/2/21,3/2/22,2/7/22,12/2/21,Y,Full,,,,,,,,,,,,
1729396,6,DonMichelle Kianomic Jones,DonMichelle Kianomic Jones (1729396),3311 BECKER GLEN ST,,FRESNO,77545,FORT BEND,Listed Family Home,3,10/27/21,3/2/22,2/7/22,10/27/21,Y,Full,,,,,,,,,,,,
1729455,6,Catalina S. Garcia,Catalina S. Garcia (1729455),17934 GLENLEDI DR,,HOUSTON,77084,HARRIS,Listed Family Home,3,11/8/21,3/2/22,2/7/22,11/8/21,Y,Full,,,,,,,,,,,,
1729459,5,Mimi's Learning Place,Mimi's Learning Place (1729459),1401 CAMPBELL ACRES RD,,CLEVELAND,77328,SAN JACINTO,Licensed Child-Care Home,12,11/5/21,3/2/22,2/7/22,11/5/21,Y,Initial,,,,,,,,,,,,
1729460,11,Developing Little Geniuses,Developing Little Geniuses (1729460),302 BROOKS DR,,CORPUS CHRISTI,78408,NUECES,Licensed Child-Care Home,12,10/20/21,3/2/22,2/7/22,10/20/21,Y,Full,,,,,,,,,,,,
1729465,6,Cuc Thu Do,Cuc Thu Do (1729465),6805 TURTLEWOOD DR,,HOUSTON,77072,HARRIS,Registered Child-Care Home,12,11/29/21,3/2/22,2/7/22,11/29/21,Y,Full,,,,,,,,,,,,
1729467,11,Maria Del Pilar Areiza,Maria Del Pilar Areiza (1729467),618 MEADOWBROOK DR,,CORPUS CHRISTI,78412,NUECES,Registered Child-Care Home,6,11/3/21,3/2/22,2/7/22,11/3/21,Y,Full,,,,,,,,,,,,
1729468,7,Primrose School at Rancho Sienna,Primrose School at Rancho Sienna (1729468),705 VIA DE SIENNA BLVD,,GEORGETOWN,78628,WILLIAMSON,Licensed Center - Child Care Program,255,11/29/21,3/2/22,2/7/22,11/15/21,Y,Full,,,,,,,,,,,,
1729476,4,Learning Express INC.,Learning Express INC. (1729476),400 W WILL WHITE RD,,TOOL,75143,HENDERSON,Licensed Center - Child Care Program,99,11/22/21,3/2/22,2/7/22,10/19/21,Y,Full,,,,,,,,,,,,
1729477,6,"Excel Kids Academy, LLC","Excel Kids Academy, LLC (1729477)",3503 HAGERMAN FOSSIL CT,,KATY,77494,FORT BEND,Licensed Child-Care Home,12,11/17/21,3/2/22,2/7/22,11/22/21,Y,Initial,,,,,,,,,,,,
1729479,4,Crayon Clubhouse Learning Center,Crayon Clubhouse Learning Center (1729479),1521 S MAIN ST,,LINDALE,75771,SMITH,Licensed Center - Child Care Program,51,12/20/21,3/2/22,2/7/22,12/20/21,Y,Initial,,,,,,,,,,,,
1729480,3,Belinda  Thomas,Belinda  Thomas (1729480),936 PLUMERIA DR,,ARLINGTON,76002,TARRANT,Listed Family Home, , ,3/2/22,2/7/22,,N,Applicant,,,,,,Closed,,,,,,
1729496,11,Brandy Michelle Rodriguez,Brandy Michelle Rodriguez (1729496),109 N COUNTY ROAD 1060,,KINGSVILLE,78363,KLEBERG,Listed Family Home,0,10/20/21,3/2/22,2/7/22,10/20/21,Y,Full,,,,,,,,,,,,
1729517,7,Corazones Felices,Corazones Felices (1729517),19824 SAN CHISOLM DR,,ROUND ROCK,78664,TRAVIS,Licensed Child-Care Home,12,12/21/21,3/2/22,2/7/22,12/21/21,Y,Initial,,,,,,,,,,,,
1729518,6,Sara Jackeline Hernandez Cano,Sara Jackeline Hernandez Cano (1729518),7825 CORPORATE DR,APT 407,HOUSTON,77036,HARRIS,Listed Family Home,3,11/17/21,3/2/22,2/7/22,11/17/21,Y,Full,,,,,,,,,,,,
1729545,7,Dianica Owen,Dianica Owen (1729545),400 KILDEER PASS,,JARRELL,76537,WILLIAMSON,Listed Family Home,3,10/25/21,3/2/22,2/7/22,10/25/21,Y,Full,,,,,,,,,,,,
1729546,6,Diamond Swoope,Diamond Swoope (1729546),2431 FM 1960 RD W,APT  3301,HOUSTON,77068,HARRIS,Registered Child-Care Home,12,12/28/21,3/2/22,2/7/22,12/28/21,Y,Full,,,,,,,,,,,,
1729547,6,Huong  Bui,Huong  Bui (1729547),10430 N PAGEWICK DR,,HOUSTON,77041,HARRIS,Registered Child-Care Home,12,1/10/22,3/2/22,2/7/22,,N,Applicant,,,,1/10/22,Y,Full,,,,,,
1729552,8,The Christian School at Castle Hills,The Christian School at Castle Hills (1729552),2216 NW MILITARY HWY,,SAN ANTONIO,78213,BEXAR,Licensed Center - Child Care Program,300,12/16/21,3/2/22,2/7/22,12/16/21,Y,Full,,,,,,,,,,,,
1729553,7,Karen Sue Worsham,Karen Sue Worsham (1729553),2613 ARMSTRONG DR,,LEANDER,78641,WILLIAMSON,Listed Family Home,3,11/19/21,3/2/22,2/7/22,11/19/21,Y,Full,,,,,,,,,,,,
1729578,8,Happy Jacks #2,Happy Jacks #2 (1729578),2720 JUNCTION HWY,,KERRVILLE,78028,KERR,Licensed Center - School Age Program,85,12/10/21,3/2/22,2/7/22,12/10/21,Y,Full,,,,,,,,,,,,
1729582-5531,10,YWCA North Loop After School,YWCA North Loop After School (1729582-5531),412 EMERSON ST,,EL PASO,79915,EL PASO,Licensed Center - Before/After School Program,30,11/15/21,3/2/22,2/7/22,11/15/21,Y,Initial,,,,,,,,,,,,
1729583,3,Selena Hicks,Selena Hicks (1729583),3209 PECAN LN,,GARLAND,75041,DALLAS,Registered Child-Care Home,12,12/10/21,3/2/22,2/7/22,12/10/21,Y,Full,,,,,,,,,,,,
1729596,6,Bay Nguyen,Bay Nguyen (1729596),11834 CHAMPIONS WALK LN,,HOUSTON,77066,HARRIS,Registered Child-Care Home,12,1/6/22,3/2/22,2/7/22,,N,Applicant,1/6/22,Y,Full,,,,,,,,,
1729598,3,Frog Academy of New Community Church,Frog Academy of New Community Church (1729598),2600 EASTGLEN BLVD,,MESQUITE,75181,DALLAS,Licensed Center - Child Care Program,84,12/7/21,3/2/22,2/7/22,12/7/21,Y,Initial,,,,,,,,,,,,
1729602,7,Renee Diane Prouty,Renee Diane Prouty (1729602),921 EAGLE CANYON DR,,CHINA SPRING,76633,MCLENNAN,Listed Family Home,0,12/3/21,3/2/22,2/7/22,12/3/21,Y,Full,,,,,,,,,,,,
1729603,6,Va Lau,Va Lau (1729603),15859 THISTLEDEW DR,,HOUSTON,77082,HARRIS,Registered Child-Care Home,12,12/30/21,3/2/22,2/7/22,12/30/21,Y,Full,,,,,,,,,,,,
1729615,8,123-Abc Learning Center,123-Abc Learning Center (1729615),5418 BAKERSFIELD ST,,SAN ANTONIO,78228,BEXAR,Licensed Child-Care Home,12,12/16/21,3/2/22,2/7/22,12/16/21,Y,Initial,,,,,,,,,,,,
1729635,7,April Ruiz,April Ruiz (1729635),185 GAMBLE DR,,BUDA,78610,HAYS,Registered Child-Care Home,12,1/7/22,3/2/22,2/7/22,,N,Applicant,1/7/22,Y,Full,,,,,,,,,
1729636,6,Jennifer Ann Hoyer,Jennifer Ann Hoyer (1729636),1519 HILTON HEAD DR,,MISSOURI CITY,77459,FORT BEND,Listed Family Home, , ,3/2/22,2/7/22,,Y,Applicant,,,,,,,,,,,,
1729639,6,The Cartwright School,The Cartwright School (1729639),1647 CARTWRIGHT RD,,MISSOURI CITY,77489,FORT BEND,Licensed Center - Child Care Program,51,12/10/21,3/2/22,2/7/22,12/10/21,Y,Initial,,,,,,,,,,,,
1729643,3,Chelsea Fields,Chelsea Fields (1729643),1129 Grounds Road,,CEDAR HILL,75104,DALLAS,Listed Family Home, , ,3/2/22,2/7/22,,N,Applicant,,,,,,,,,,,,
1729651,3,Brianna Braddy,Brianna Braddy (1729651),18777 MIDWAY RD,APT 104,DALLAS,75287,DENTON,Listed Family Home,3,10/26/21,3/2/22,2/7/22,10/26/21,Y,Full,,,,1/13/22,N,,,,,,,Closed
