Operation Number,Operation Region,Operation Name,Address Line 1,Address Line 2,City,Zip Code,County,Operation Type,Capacity,Permit Issue Date,"Permit Status
3/1/2021","Operating Status
3/1/2021","Permit Status
3/6/2021","Operating Status
3/6/2021","Permit Status
3/13/2021","Operating Status
3/13/2021","Permit Status
3/20/2021","Operating Status
3/20/2021","Permit Status
3/27/2021","Operating Status
3/27/2021",,
1696764,3,Bryleigh's Little Angels,3733 RIVER BIRCH RD,,FORT WORTH,76137,TARRANT,Licensed Child-Care Home,12,6/18/20,Full,Y,,N,Closed,,,,,,,
1696765,10,Child's Developmental World #2,310 DUNNE AVE,,EL PASO,79905,EL PASO,Licensed Center - Child Care Program,63,3/5/20,Full,Y,,,,,,,,,,
1696766,1,Robyn Kinsey,5401 MESQUITE SPRINGS TRL,,AMARILLO,79119,RANDALL,Registered Child-Care Home,12,11/8/19,Full,Y,,,,,,,,,,
1696778,3,Tamara Walker,1845 ESTERS RD,APT 1146,IRVING,75061,DALLAS,Listed Family Home,0,8/28/19,Full,Y,,,,,,,,,,
1696804-2389,7,Maude Moore Wood ASYMCA,6410 MORGANITE LN,,KILLEEN,76542,BELL,Licensed Center - Before/After School Program,68,3/4/20,Full,Y,,,,,,,,,,
1696823,3,Sarah Patterson,3650 N HIGHWAY 281,,MINERAL WELLS,76067,PALO PINTO,Registered Child-Care Home,12,11/6/19,Full,,,,,,,,,,,
1696824,6,Springwood Montessori School,25200 RICHARDS RD,,SPRING,77386,MONTGOMERY,Licensed Center - Child Care Program,177,8/19/20,Full,Y,,,,,,,,,,
1696825,3,YMCA @ Brown Irving,2501 10TH ST,,IRVING,75060,DALLAS,Licensed Center - Before/After School Program,100,12/17/20,Full,Y,,,,,,,,,,
1696826,3,YMCA @ Schulze Irving,1200 S IRVING HEIGHTS DR,,IRVING,75060,DALLAS,Licensed Center - Before/After School Program,45,12/14/20,Full,Y,,,,,,,,,,
1696829,3,YMCA @ Farine Irving,615 METKER ST,,IRVING,75062,DALLAS,Licensed Center - Before/After School Program,80,3/25/20,Full,Y,,,,,,,,,,
1696834,6,Kinderworld Academy,9241 S GESSNER RD,,HOUSTON,77074,HARRIS,Licensed Center - Child Care Program,100,6/29/20,Full,Y,,,,,,,,,,
1696841,7,Cornerstone Christian Academy,125 LOWER RED ROCK RD,,BASTROP,78602,BASTROP,Licensed Center - Child Care Program,34,3/5/20,Full,Y,,,,,,,,,,
1696842,7,Creative Minds Childcare,110 BREWER ST,,NAVASOTA,77868,GRIMES,Licensed Center - Child Care Program,47,9/1/20,Full,Y,,,,,,,,,,
1696862,3,Robins Nest,519 ROBINSON ST,,VALLEY VIEW,76272,COOKE,Licensed Center - Child Care Program,70,3/23/20,Full,Y,,,,,,,,,,
1696871,2,Teresa Diaz,406 W 6TH ST,,BRECKENRIDGE,76424,STEPHENS,Registered Child-Care Home,12,9/27/19,Full,Y,,,,,,,,,,
1696882,6,Kathys Kiddie Corner,16225 CAIRNWAY DR,,HOUSTON,77084,HARRIS,Licensed Center - Child Care Program,200,3/12/20,Full,Y,,,,,,,,,,
1696902,8,Premier Early Learning Center,3450 ROOSEVELT AVE,,SAN ANTONIO,78214,BEXAR,Licensed Center - Child Care Program,46,3/10/20,Full,Y,,,,,,,,,,
1696903,6,Youth Development Center,6050 BRETSHIRE DR,,HOUSTON,77016,HARRIS,Licensed Center - School Age Program,282,3/6/20,Full,Y,,,,,,,,,,
1696908,6,Toddlers Tool Box Learning Center,18703 ABIDING CT,,HOUSTON,77073,HARRIS,Licensed Child-Care Home,12,7/16/20,Full,Y,,,,,,,,,,
1696914,2,Lewis Learning Center,102 S WEST STREET,,BRYSON,76457,JACK,Licensed Center - Child Care Program,34,1/22/20,Full,Y,,,,,,,,,,
1696924,3,Maryetta  Bradley,1103 SANDALWOOD LN,,DESOTO,75115,DALLAS,Listed Family Home,0,9/3/19,Full,Y,,,,,,,,,,
1696926,3,Janice Butler,3416 MANORDALE CT,,FOREST HILL,76140,TARRANT,Listed Family Home,3,10/4/19,Full,N,,,,,,,,,,
1696928,8,Brenda Felux,678 COUNTY ROAD 144,,FLORESVILLE,78114,WILSON,Listed Family Home,3,10/3/19,Full,Y,,,,,,,,,,
1696942,3,Norma Gallegos,620 QUAIL HOLLOW DR,,MESQUITE,75150,DALLAS,Licensed Child-Care Home,12,3/23/20,Full,Y,,,,,,,,,,
1696948,3,Aleishe Vanette King,1224 PARKWOOD TRL,,MESQUITE,75149,DALLAS,Registered Child-Care Home,12,10/1/19,Full,,,,,,,,,,,
1696951,11,Innovative Child Development Center,7600 N 29TH ST,,MCALLEN,78504,HIDALGO,Licensed Center - Child Care Program,56,6/23/20,Full,Y,,,,,,,,,,
1696955,5,Kayla Richardson,206 RUSTIC LN,,LUMBERTON,77657,HARDIN,Listed Family Home,3,10/28/19,Full,Y,,,,,,,,,,
1696956,11,Gladys  Cavazos,3601 S MONTEVIDEO AVE,,EDINBURG,78539,HIDALGO,Listed Family Home,0,10/2/19,Full,Y,,,,,,,,,,
1696960,2,Lil Gators Child Care,3300 MILAM DR,,BROWNWOOD,76801,BROWN,Licensed Center - Child Care Program,45,3/19/20,Full,Y,,,,,,,,,,
1696961,3,Ace Montessori,4770 W UNIVERSITY DR,,PROSPER,75078,COLLIN,Licensed Center - Child Care Program,255,2/12/20,Full,Y,,,,,,,,,,
1696965,11,The Giving Tree S.T.E.A.M. Childcare LLC,2400 W MAPLE AVE,,MCALLEN,78501,HIDALGO,Licensed Center - Child Care Program,71,4/10/20,Full,Y,,,,,,,,,,
1696988,7,Celena Monroe,920 CLEARLEAF DR,TRLR 195,BRYAN,77803,BRAZOS,Listed Family Home,0,11/4/19,Full,Y,,,,,,,,,,
1697003,6,Nastassya Chevonta Shelton,5602 EAGLE SKY BLVD,,KATY,77449,HARRIS,Registered Child-Care Home,12,12/9/19,Full,Y,,,,,,,,,,
1697006,6,Thi Ngoc Bich Nguyen,15315 SIGNAL RIDGE WAY,,CYPRESS,77429,HARRIS,Listed Family Home,0,10/1/19,Full,N,,,,,,,,,,
1697008,1,Nickcol Martinez,6807 5TH ST,,LUBBOCK,79416,LUBBOCK,Registered Child-Care Home,12,12/5/19,Full,Y,,,,,,,,,,
1697009,3,YMCA @ Britain Irving,631 EDMONDSON DR,,IRVING,75060,DALLAS,Licensed Center - Before/After School Program,30,4/2/20,Full,Y,,,,,,,,,,
1697010,3,YMCA @ Brandenburg Irving,2800 HILLCREST DR,,IRVING,75062,DALLAS,Licensed Center - Before/After School Program,75,3/25/20,Full,Y,,,,,,,,,,
1697049,9,Venda Tolbert,2225 JUANITA AVE,,SAN ANGELO,76901,TOM GREEN,Listed Family Home,3,10/17/19,Full,N,,,,,,,,,,
1697051,6,Felicia Yvonne Young,3727 CURVEY LN,,HOUSTON,77047,HARRIS,Listed Family Home,0,9/18/19,Full,N,,,,,,,,,,
1697056,6,Crystal DeMille Foster,20974 YOUNG MEADOWS WAY,,KATY,77449,HARRIS,Registered Child-Care Home,12,11/14/19,Full,N,,,,,,,,,,
1697062,3,Shanitra Clash,1350 YORKSHIRE ST,,FORT WORTH,76134,TARRANT,Registered Child-Care Home,12,12/6/19,Full,Y,,,,,,,,,,
1697080,10,"Ice Castles Too, Inc. Learning Center & Child Care",9112 ALPS DR,,EL PASO,79924,EL PASO,Licensed Center - Child Care Program,164,11/8/19,Full,Y,,,,,,,,,,
1697131,7,Colorin Colorado Spanish Child Care,11701 ANDESITE RD,,MANOR,78653,TRAVIS,Licensed Child-Care Home,12,10/11/19,Full,Y,,,,,,,,,,
1697139,6,Elizabeth Stout-Stewart,10918 TOBAR FALLS CIR,,HOUSTON,77064,HARRIS,Registered Child-Care Home,12,10/14/19,Full,Y,,,,,,,,,,
1697144,11,Totally Kidz Learning Center,2740 W ALTON GLOOR BLVD,STE D,BROWNSVILLE,78520,CAMERON,Licensed Center - Child Care Program,53,4/14/20,Full,Y,,,,,,,,,,
1697149,1,Veronica Mendoza Pena,3408 ELKHART AVE,,LUBBOCK,79407,LUBBOCK,Listed Family Home,0,10/23/19,Full,N,,,,,,,,,,
1697165,3,Head Start of Greater Dallas Grant East,2901 MORGAN DR,,DALLAS,75241,DALLAS,Licensed Center - Child Care Program,119,12/20/19,Full,Y,,,,,,,,,,
1697169,6,Children's Way Learning Station,6023 SOMERSET VALLEY DR,,RICHMOND,77407,FORT BEND,Licensed Child-Care Home,12,3/1/20,Full,Y,,,,,,,,,,
1697170,3,Inspire,6423 WALNUT HILL LN,,DALLAS,75230,DALLAS,Licensed Center - School Age Program,80,10/30/20,Full,Y,,,,,,,,,,
1697171,6,Chi Dao,16323 DRYBERRY CT,,HOUSTON,77083,HARRIS,Listed Family Home,3,10/9/19,Full,N,,,,,,Y,,,,
1697184,7,Kids R Kids #33,15111 AVERY RANCH BLVD,,AUSTIN,78717,WILLIAMSON,Licensed Center - Child Care Program,356,9/23/19,Full,Y,,,,,,,,,,
1697186,11,"Laugh, Love, and Learn Child Care Center",2507 LEXINGTON RD,,BEEVILLE,78102,BEE,Licensed Center - Child Care Program,104,3/10/20,Full,Y,,,,,,,,,,
1697209,4,Barnyard Kids Learning Center,180 BETTY ST,,HAWKINS,75765,WOOD,Licensed Center - Child Care Program,60,3/6/20,Full,Y,,,,,,,,,,
1697213,2,Nettie Kay Bogle,1403 N AVENUE F,,HASKELL,79521,HASKELL,Listed Family Home,0,10/10/19,Full,Y,,,,,,,,,,
1697216,7,First Start Childcare Learning Center LLC,3621 E VETERANS MEMORIAL BLVD,STE 5,KILLEEN,76543,BELL,Licensed Center - Child Care Program,54,11/9/20,Full,Y,,,,,,,,,,
1697217,3,YMCA @ Davis Irving,310 DAVIS DR,,IRVING,75061,DALLAS,Licensed Center - Before/After School Program,30,1/15/21,Full,Y,,,,,,,,,,
1697218,6,Childrens Lighthouse - Jordan Ranch,2602 JORDAN RANCH BLVD,,BROOKSHIRE,77423,FORT BEND,Licensed Center - Child Care Program,254,3/16/20,Full,Y,,,,,,,,,,
1697219,3,YMCA @ Good Irving,1200 E UNION BOWER RD,,IRVING,75061,DALLAS,Licensed Center - Before/After School Program,45,12/14/20,Full,Y,,,,,,,,,,
1697220,3,The Learning Experience,771 GRAPEVINE HWY,,HURST,76054,TARRANT,Licensed Center - Child Care Program,187,3/4/20,Full,Y,,,,,,,,,,
1697221,6,Doris Gaines,22715 IMPERIAL VALLEY DR,APT 1216,HOUSTON,77073,HARRIS,Listed Family Home,0,9/17/19,Full,N,,,,,Closed,,,,,
1697222,3,Catrina A Butler,4002 CARL ST,,DALLAS,75210,DALLAS,Registered Child-Care Home,9,10/23/19,Full,Y,,,,,,,,,,
1697223,7,Harvest Academy,17529 STATE HIGHWAY 6 S,,COLLEGE STATION,77845,BRAZOS,Licensed Center - Child Care Program,48,3/24/20,Full,Y,,,,,,,,,,
1697224,7,My Big Brain Learning Academy,15302 SPRING HILL LN,,PFLUGERVILLE,78660,TRAVIS,Licensed Center - Child Care Program,42,3/9/20,Full,N,,,,,,,,,,
1697225,7,Ashlie's Imagination Station Preschool,12502 SCISSORTAIL DR,,MANCHACA,78652,TRAVIS,Licensed Child-Care Home,12,9/23/20,Full,Y,,,,,,,,,,
1697226,3,Upbring Head Start Glen Rose ISD,601 STADIUM DR,,GLEN ROSE,76043,SOMERVELL,Licensed Center - Child Care Program,20,4/1/20,Full,Y,,,,,,,,,,
1697227,6,Light of Houston Bilingual Academy,14511 1/2 WOODFOREST BLVD,,HOUSTON,77015,HARRIS,Licensed Center - Child Care Program,43,3/17/20,Full,Y,,,,,,,,,,
1697243,4,Kids Club,516 N PACIFIC ST,,MINEOLA,75773,WOOD,Licensed Child-Care Home,12,10/3/19,Full,Y,,,,,,,,,,
1697245,8,Lauren Irons,7915 CENOTE DR,,SAN ANTONIO,78254,BEXAR,Listed Family Home,3,3/5/20,Full,N,,,Closed,,,,,,,
1697249,11,Maria Rodriguez,1306 E PECAN AVE,,PHARR,78577,HIDALGO,Listed Family Home,0,9/27/19,Full,Y,,,,,,,,,,
1697264,6,LaTonya Weems,10606 KNOLL BEND LN,,HOUSTON,77070,HARRIS,Listed Family Home,0,10/7/19,Full,N,,,,,,,,,,
1697281,7,Just for Tots,5504 BUNNY TRL,STE B201,KILLEEN,76549,BELL,Licensed Center - Child Care Program,60,3/16/20,Full,Y,,,,,,,,,,
1697282,7,Nunan's Martial Arts LLC,2051 CYPRESS CREEK RD,STE A,CEDAR PARK,78613,WILLIAMSON,Licensed Center - School Age Program,80,10/3/19,Full,Y,,,,,,,,,,
1697283,1,ABC Learning Center 1,4333 SW 51ST AVE,,AMARILLO,79109,RANDALL,Licensed Center - Child Care Program,200,3/20/20,Full,Y,,,,,,,,,,
1697285,3,Fannie Jenkins,3900 INVESTOR DR,APT 521,DALLAS,75237,DALLAS,Listed Family Home,0,9/17/19,Full,N,,,,,,,,,,
1697290,6,Quetzal Academy,12811 CYPRESS NORTH HOUSTON RD,,CYPRESS,77429,HARRIS,Licensed Center - Child Care Program,63,2/4/21,Full,Y,,,,,,,,,,
1697293,11,Little Caterpillar Daycare,846 GONZALES ST,,ROBSTOWN,78380,NUECES,Licensed Child-Care Home,12,10/2/19,Full,,,,,,,,,,,
1697295,6,Thi  My Dung Pham,3006 LEMMINGHAM DR,,SPRING,77388,HARRIS,Listed Family Home,0,9/12/19,Full,Y,,,,,,,,,,
1697297,11,De Bely Early Childhood Center,244 RESACA BLVD,,BROWNSVILLE,78520,CAMERON,Licensed Center - Child Care Program,34,6/17/20,Full,Y,,,,,,,,,,
1697330,3,Nishia  Walker,209 IRONBARK DR,,ARLINGTON,76018,TARRANT,Listed Family Home,0,9/6/19,Full,Y,,,,,,,,,,
1697336,3,Patricia  Williams,485 ROLLING HILLS PL,APT 106,LANCASTER,75146,DALLAS,Listed Family Home,0,9/13/19,Full,N,,,,,,,,,,
1697337,5,"Nannie's Playhouse, LLC",947 FM 3186,,ONALASKA,77360,POLK,Licensed Center - Child Care Program,52,3/16/20,Full,Y,,,,,,,,,,
1697338,3,Pamela Lindsay,5940 MOUNTAIN VALLEY LN,APT 103-14,DALLAS,75211,DALLAS,Listed Family Home,0,10/16/19,Full,N,,,,,,,,,,
1697340,7,Elements Pre K House,1506 W KOENIG LN,,AUSTIN,78756,TRAVIS,Licensed Center - Child Care Program,17,8/21/20,Full,Y,,,,,,,,,,
1697341,7,Mimi and Monks,3651 MUSGROVE RD,,NORMANGEE,77871,MADISON,Licensed Center - Child Care Program,23,6/17/20,Full,Y,,,,,,,,,,
1697343,6,Natasha Hunter,12353 HUFFMEISTER RD,APT 8101,CYPRESS,77429,HARRIS,Listed Family Home,3,10/24/19,Full,N,,,,,,,,,,
1697344,6,YMCA Afterschool Program at Suchma Elementary,10261 HARPERS SCHOOL ROAD,,CONROE,77385,MONTGOMERY,Licensed Center - School Age Program,68,3/9/20,Full,Y,,,,,,,,,,
1697346,6,Erin Waggoner,2802 STOCK CREEK LN,,RICHMOND,77406,FORT BEND,Listed Family Home,3,12/30/19,Full,Y,,,,,,,,,,
1697358,3,Montevista Spanish Preschool,1660 GLADE FOREST DR,,DALLAS,75218,DALLAS,Licensed Child-Care Home,12,6/15/20,Full,N,,,,,,,,,,
1697368,3,Pooh's Childcare,1424 OAK GROVE RD,,FORT WORTH,76134,TARRANT,Licensed Child-Care Home,12,6/23/20,Full,,,,,,,,,,,
1697387,6,Katherine Bowie,2918 JULIE ANN DR,,PEARLAND,77584,BRAZORIA,Registered Child-Care Home,8,10/28/19,Full,Y,,,,,,,,,,
1697425,3,YMCA @ Barton Irving,2931 CONFLANS RD,,IRVING,75061,DALLAS,Licensed Center - Before/After School Program,30,9/24/20,Full,N,,,,,,,,,,
1697426,3,YMCA @ Gilbert Irving,1501 E PIONEER DR,,IRVING,75061,DALLAS,Licensed Center - Before/After School Program,30,2/10/21,Full,Y,,,,,,,,,,
1697427,6,Mary  Wesley,9511 ECHO PEAK LN,,HUMBLE,77396,HARRIS,Listed Family Home,0,10/7/19,Full,N,,,,,,,,,,
1697428,3,YMCA @ J Haley Irving,1100 SCHULZE DR,,IRVING,75060,DALLAS,Licensed Center - Before/After School Program,45,1/13/21,Full,Y,,,,,,,,,,
1697429,3,YMCA @ Keyes Irving,1501 N BRITAIN RD,,IRVING,75061,DALLAS,Licensed Center - Before/After School Program,30,12/14/20,Full,Y,,,,,,,,,,
1697430,3,YMCA @ Stipes Irving,3100 CROSS TIMBERS DR,,IRVING,75060,DALLAS,Licensed Center - Before/After School Program,45,12/17/20,Full,Y,,,,,,,,,,
1697431,3,YMCA @ Hanes Elementary,2730 CHEYENNE ST,,IRVING,75062,DALLAS,Licensed Center - Before/After School Program,30,3/25/20,Full,N,,,,,,,,,,
1697452,7,Brushy Creek Learning Center DBA Children's Lighthouse,2501 BRUSHY CREEK  RD,,CEDAR PARK,78613,WILLIAMSON,Licensed Center - Child Care Program,220,2/7/20,Full,Y,,,,,,,,,,
1697459,3,Ellen  Wallace,9411 GLENGREEN DR,,DALLAS,75217,DALLAS,Listed Family Home,3,9/25/19,Full,Y,,,,,,,,,,
1697460,9,Juanita Menchaca,818 FISHER ST,,SAN ANGELO,76901,TOM GREEN,Listed Family Home,3,9/19/19,Full,Y,,,,,,,,,,
1697467,6,Jaidella Marie Jones,10155 BAMMEL NORTH HOUSTON RD,APT 301,HOUSTON,77086,HARRIS,Listed Family Home,0,9/11/19,Full,Y,,,,,,,,,,
1697475,3,Children's Lighthouse Viridian,4000 CASCADE SKY DR,,ARLINGTON,76005,TARRANT,Licensed Center - Child Care Program,250,2/24/20,Full,Y,,,,,,,,,,
1697479,2,Lindsey Collins Cole,308 FM 209 E,,WOODSON,76491,THROCKMORTON,Listed Family Home,3,9/25/19,Full,Y,,,,,,,,,,
1697504,3,Loving & Learning Childcare,6500 NORMANDY RD,,FORT WORTH,76112,TARRANT,Licensed Child-Care Home,12,6/29/20,Full,Y,,,,,,,,,,
1697523,3,Angelina  Obioma,305 TOUCHDOWN DR,,IRVING,75063,DALLAS,Listed Family Home,0,9/9/19,Full,N,,,,,,,,,,
1697539,3,Lancaster ABC Learning Center LLC,1033 W PLEASANT RUN RD,,LANCASTER,75146,DALLAS,Licensed Center - Child Care Program,67,11/6/19,Full,Y,,,,,,,,,,
1697540,3,Mariana  Luna,8827 DANVILLE DR,,DALLAS,75217,DALLAS,Listed Family Home,0,9/13/19,Full,Y,,,,,,,,,,
1697542,3,Lore  Martinez,2511 KENESAW DR,,DALLAS,75212,DALLAS,Listed Family Home,0,9/11/19,Full,N,,,,,,,,,,
1697544,10,Irene   Serrano,6239 ARAPAHO RD,,EL PASO,79905,EL PASO,Registered Child-Care Home,12,10/10/19,Full,Y,,,,,,,,,,
1697549,3,It's A Small World IN-HOME Preschool,1449 BENAVITES DR,,LITTLE ELM,75068,DENTON,Licensed Child-Care Home,12,9/24/19,Full,Y,,,,,,,,,,
1697560,3,Kids Lodge Montessori Daycare,3712 SAILMAKER LN,,PLANO,75023,COLLIN,Licensed Child-Care Home,12,3/17/20,Full,Y,,,,,,,,,,
1697561,7,Gloria Ann Green,605 S HOWE ST,,LAMPASAS,76550,LAMPASAS,Listed Family Home,0,9/30/19,Full,N,,,,,,,,,,
1697562,3,La'Meshia  Savage,151 E LITTLE CREEK RD,APT C6,CEDAR HILL,75104,DALLAS,Listed Family Home,3,9/26/19,Full,Y,,,,,,,,,,
1697585,6,Lanh Thi Bich Nguyen,21326 MISSION FALLS DR,,HOUSTON,77095,HARRIS,Listed Family Home,0,10/9/19,Full,N,,,,,,,,,,
1697587,3,Tyler Zepp,1450 CEDAR HOLLOW DR,,PROSPER,75078,COLLIN,Registered Child-Care Home,12,10/28/19,Full,Y,,,,,,,,,,
1697622,3,Diamond Myricks,928 MATAGORDA LN,,DESOTO,75115,DALLAS,Registered Child-Care Home,12,11/27/19,Full,N,,,,,,,,,,
1697640-6191,11,Austin Headstart,550 GUATEMOZIN ST,,CORPUS CHRISTI,78405,NUECES,Licensed Center - Child Care Program,25,10/16/19,Full,Y,,,,,,,,,,
1697646,3,Sara  Tuccio,3029 COVENTRY LN,,WAXAHACHIE,75165,ELLIS,Registered Child-Care Home,5,11/12/19,Full,Y,,,,,,,,,,
1697660,2,Sheryl Ann Casey,1429 AVENUE B,,GRAHAM,76450,YOUNG,Listed Family Home,3,3/6/20,Full,Y,,,,,,,,,,
1697662,3,Where Kidz Connect Academy Inc,513 STRAUS RD,,CEDAR HILL,75104,DALLAS,Licensed Center - Child Care Program,177,12/12/19,Full,Y,,,,,,,,,,
1697669,6,Kidz Paradize,1315 1ST ST,,LA MARQUE,77568,GALVESTON,Licensed Center - Child Care Program,52,10/2/19,Full,Y,,,,,,,,,,
1697673,7,Shonda's Kids,17323 MANISH DR,,PFLUGERVILLE,78660,TRAVIS,Licensed Child-Care Home,12,3/16/20,Full,Y,,,,,,,,,,
1697702,4,All My Children Child Development Center LLC,3710 S LAKE DR,,TEXARKANA,75501,BOWIE,Licensed Center - Child Care Program,117,10/16/19,Full,Y,,,,,,,,,,
1697709,3,Denise   Rojas,111 SENIOR ST,,COLLINSVILLE,76233,GRAYSON,Listed Family Home,0,9/13/19,Full,Y,,,,,,,,,,
1697710,7,Colibri Bilingual Child Academy,3500 COUNTY ROAD 175,,LEANDER,78641,WILLIAMSON,Licensed Center - Child Care Program,34,6/17/20,Full,Y,,,,,,,,,,
1697712,3,Barbara  Gaddis,2100 GLEN FOREST LN,,PLANO,75023,COLLIN,Listed Family Home,3,10/2/19,Full,Y,,,,,,,,,,
1697721,6,Ida  Hunter,5353 DEEP FOREST DR,APT 1305,HOUSTON,77092,HARRIS,Listed Family Home,0,9/26/19,Full,N,,,,,,,,,,
1697722,1,Andrea Ontiveros,5311 22ND ST,,LUBBOCK,79407,LUBBOCK,Listed Family Home,3,9/27/19,Full,Y,,,,,,,,,,
1697739,7,Melissa Cox,801 N HERCULES,,HAMILTON,76531,HAMILTON,Listed Family Home,3,9/30/19,Full,Y,,,,,,,,,,
1697740-6191,11,Promesa College Prep,3102 BALDWIN BLVD,,CORPUS CHRISTI,78405,NUECES,Licensed Center - Child Care Program,48,4/8/20,Full,Y,,,,,,,,,,
1697741,8,Michelle Ann Gonzales,8843 LAGUNA FLS,,SAN ANTONIO,78251,BEXAR,Listed Family Home,0,9/16/19,Full,Y,,,,,,,,,,
1697743,6,Shayla Mechel Mott,3024 DENNIS ST,APT B,HOUSTON,77004,HARRIS,Listed Family Home,0,9/17/19,Full,N,,,,,,,,,,
1697759,6,Eidin Arias de Bernabel,9714 PALOMA CREEK DR,,TOMBALL,77375,HARRIS,Registered Child-Care Home,12,10/15/19,Full,Y,,,,,,,,,,
1697762,6,Kiz Planet Learning Center,10880 BISSONNET ST,,HOUSTON,77099,HARRIS,Licensed Center - Child Care Program,48,11/9/20,Initial,Y,,,,,,,,,,
1697787,3,Nikisha  Brackens,8101 RICHARD ST,,FORT WORTH,76108,TARRANT,Listed Family Home,0,9/25/19,Full,N,,,,,,,,,,
1697788,3,Vannessa  Knighten,5606 DUCK CREEK DR,APT D,GARLAND,75043,DALLAS,Listed Family Home,3,9/27/19,Full,Y,,,,,,,,,,
1697791,6,Elaine Marie Sparks,12020 N GESSNER RD,APT 3101,HOUSTON,77064,HARRIS,Listed Family Home,0,10/9/19,Full,N,,,,,,,,,,
1697792,2,Dar Dars Building Blocks,315 S MILLER ST,,BRECKENRIDGE,76424,STEPHENS,Licensed Center - Child Care Program,115,2/25/20,Full,Y,,,,,,,,,,
1697802,6,Upbring Head Start (Pearland),2920 OAK RD,,PEARLAND,77584,BRAZORIA,Licensed Center - Child Care Program,45,3/4/20,Full,Y,,,,,,,,,,
1697803,3,Pleasant Place Childcare,5603 MAPLEWOOD ST,,ARLINGTON,76018,TARRANT,Licensed Child-Care Home,12,6/8/20,Full,Y,,,,,,,,,,
1697806,3,Little Dragons Learning Center,801 SW 19TH ST,,GRAND PRAIRIE,75051,DALLAS,Licensed Center - Child Care Program,40,10/29/20,Full,Y,,,,,,,,,,
1697820,7,Jennifer Galvez,100 AMERICAN AVE,,LIBERTY HILL,78642,WILLIAMSON,Listed Family Home,3,9/26/19,Full,Y,,,,,,,,,,
1697839,3,Iva  Spooner,1505 AUGUSTA DR,,SAVANNAH,76227,DENTON,Listed Family Home,3,1/22/20,Full,N,,,,,,,,,,
1697843,2,Teresa Love,703 W COLEMAN AVE,,IOWA PARK,76367,WICHITA,Licensed Child-Care Home,12,1/21/20,Full,Y,,,,,,,,,,
1697849,5,All God's Children Preschool,105 W MAIN ST,,KIRBYVILLE,75956,JASPER,Licensed Center - Child Care Program,61,9/1/20,Full,Y,,,,,,,,,,
1697856,6,Ready Learners Academy,1002 ALMEDA GENOA RD,,HOUSTON,77047,HARRIS,Licensed Center - Child Care Program,65,7/20/20,Full,Y,,,,,,,,,,
1697860,11,Eva Castillo,304 DONNA AVE,,MISSION,78572,HIDALGO,Listed Family Home,0,1/9/20,Full,Y,,,,,,,,,,
1697880,3,iBloom Montessori,7650 BENT BRANCH DR,,IRVING ,75063,DALLAS,Licensed Center - Child Care Program,153,6/10/20,Full,Y,,,,,,,,,,
1697881,3,Johnny  Richmond,1410 GLENVILLE DR,,GARLAND,75042,DALLAS,Listed Family Home,0,10/22/19,Full,N,,,,,,,,,,
1697898,7,Tracy Ellison,205 E MAIN ST,,ROSEBUD,76570,FALLS,Listed Family Home,3,11/4/19,Full,Y,,,,,,,,,,
1697919,7,Maria Inez Ojeda,200 BRITNI LOOP,,KYLE,78640,HAYS,Listed Family Home,3,11/6/19,Full,N,,,,,,,,,,
1697941,11,Little Valley Scholars Academy,7926 N 28TH LANE,,MCALLEN,78504,HIDALGO,Licensed Child-Care Home,12,6/23/20,Full,Y,,,,,,,,,,
1697946-2729,6,J.P Cornelius Elementary School,7475 WESTOVER ST,,HOUSTON,77087,HARRIS,Licensed Center - Before/After School Program,60,2/12/21,Full,Y,,,,,,,,,,
1697951,8,Spirit's Heart Childcare Center,3155 ACKERMAN RD,STE 113,SAN ANTONIO,78219,BEXAR,Licensed Center - Child Care Program,28,9/1/20,Full,Y,,,,,,,,,,
1697983,6,Young Head Start,3555 BELLFORT ST,,HOUSTON,77051,HARRIS,Licensed Center - Child Care Program,88,2/24/21,Full,Y,,,,,,,,,,
1698006,3,Tiny Tykes Child Care,6509 STEWART BLVD,,THE COLONY,75056,DENTON,Licensed Child-Care Home,12,3/12/20,Full,Y,,,,,,,,,,
1698022,11,Masterpiece Christian Academy,1819 PERKINS AVE,,MISSION,78572,HIDALGO,Licensed Center - Child Care Program,77,3/18/20,Full,Y,,,,,,,,,,
1698025,11,Martha  Barrios De Cantu,415 CERRITO LINDA DR,,EDINBURG,78541,HIDALGO,Listed Family Home,3,12/30/19,Full,N,,,,,,,,,,
1698064,3,Melba  Wright,788 N MERRILL AVE,APT 288,DUNCANVILLE,75116,DALLAS,Listed Family Home,3,9/23/19,Full,N,,,,,,,,,,
1698065,3,Kate Askier,9914 ASHMONT DR,,FRISCO,75035,COLLIN,Registered Child-Care Home,12,12/20/19,Full,Y,,,,,,,,,,
1698070,4,Peppermint Fence Pre-School,415 DAVIS ST,,CARTHAGE,75633,PANOLA,Licensed Center - Child Care Program,187,9/30/19,Full,Y,,,,,,,,,,
1698103,6,Rucker Head Start,5201 VINETT AVE,,HOUSTON,77017,HARRIS,Licensed Center - Child Care Program,74,12/14/20,Full,Y,,,,,,,,,,
1698104,7,Crazy Tots,811 BLACK LOCUST DR,,PFLUGERVILLE,78660,TRAVIS,Licensed Child-Care Home,12,6/15/20,Full,Y,,,,,,,,,,
1698106,7,Brittiney Benedict,1210 HEIDENREICH LN,,KYLE,78640,HAYS,Listed Family Home, , ,Applicant,,,,,,Closed,,,,,
